排名,industry,得分,股票数,趋势分,动量分,动量入池分,代表股,入池,趋势贡献,动量贡献,总分,池内,出池原因
,林业,4,1,4.0,-0.41,-1.71,"West Fraser Timber Co. Ltd Common stock[WFG](6/8,-4%)、◎West Fraser Timber Co. Ltd Common stock[WFG](+0%)、◎Louisiana-Pacific Corporation[LPX](+1%)、◎Boise Cascade L.L.C.[BCC](-1%)",—,3.3,-0.48,2.82,0,腿池外
,航空航天装备,4,1,3.94,-0.44,-6.19,"Solstice Advanced Materials Inc.[SOLS](6/8,+4%)、◆Embraer S.A.[EMBJ](+1%)、◆Textron Inc.[TXT](+0%)、◆Astronics Corporation[ATRO](-1%)、◎Solstice Advanced Materials Inc.[SOLS](-2%)、◆Northrop Grumman Corporation[NOC](-1%)、◆Ducommun Incorporated[DCO](-1%)、◆CAE Inc.[CAE](-1%)",—,3.25,-0.52,2.73,0,腿池外
,物流,4,1,3.95,-0.7,-9.82,"J.B. Hunt Transport Services Inc.[JBHT](6/8,+1%)、◎C.H. Robinson Worldwide Inc.[CHRW](+0%)、◆Expeditors International of Washington Inc.[EXPD](+1%)、◆RXO Inc.[RXO](+1%)、◆ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.[ZTO](-1%)、◆Ryder System Inc.[R](-1%)、◎J.B. Hunt Transport Services Inc.[JBHT](-3%)、◎Werner Enterprises Inc.[WERN](-2%)",—,3.26,-0.82,2.44,0,腿池外
,化学原料,4,1,3.98,-1.55,-19.55,"Methanex Corporation[MEOH](6/8,+15%)、◎Methanex Corporation[MEOH](+3%)、◎LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)[LYB](-0%)、◆Linde plc[LIN](-0%)、◎Cabot Corporation[CBT](-1%)、◎Hawkins Inc.[HWKN](-1%)、◆Tronox Holdings plc Ordinary Shares (UK)[TROX](-3%)、◎Axalta Coating Systems Ltd.[AXTA](-3%)",—,3.29,-1.82,1.47,0,腿池外
,服装家纺,4,1,3.96,-1.54,-21.5,"Steven Madden Ltd.[SHOO](6/8,-10%)、◎Steven Madden Ltd.[SHOO](+1%)、◎G-III Apparel Group LTD.[GIII](-0%)、◆Carter's Inc.[CRI](-1%)、◆Nike Inc.[NKE](-2%)、◎Levi Strauss & Co[LEVI](-2%)、◎V.F. Corporation[VFC](-2%)、◎Wolverine World Wide Inc.[WWW](-2%)",—,3.27,-1.81,1.46,0,腿池外
,贵金属,0,0,0.0,1.24,17.25,◆Buenaventura Mining Company Inc.[BVN](+4%)、◆Pan American Silver Corp.[PAAS](+4%)、◎Aya Gold & Silver Inc.[AYA](+3%)、◎Harmony Gold Mining Company Limited[HMY](+3%)、◎Centerra Gold Inc.[CGAU](+2%)、◆Seabridge Gold Inc. Common Shares New[SA](+2%)、◆First Majestic Silver Corp. Ordinary Shares (Canada)[AG](+2%),—,0.0,1.46,1.46,0,腿池外
,造纸印刷,4,1,3.98,-2.43,-33.9,"Suzano S.A. American Depositary Shares (each representing One Ordinary Share)[SUZ](6/8,+18%)、◎Suzano S.A. American Depositary Shares (each representing One Ordinary Share)[SUZ](+0%)、◎Avery Dennison Corporation[AVY](-1%)、◆Matthews International Corporation[MATW](+0%)、◎Deluxe Corporation[DLX](+0%)、◎Packaging Corporation of America[PKG](-2%)、◎Amcor plc[AMCR](-3%)、◆Sonoco Products Company[SON](-3%)",—,3.29,-2.85,0.44,0,腿池外
,航空机场,0,0,0.0,-0.41,-5.64,◆Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares)[PAC](+1%)、◎Allegiant Travel Company[ALGT](+1%)、◆American Airlines Group Inc.[AAL](+0%)、◆SkyWest Inc.[SKYW](+1%)、◎Copa Holdings S.A.[CPA](+0%)、◎LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock)[LTM](-1%)、◎Delta Air Lines Inc.[DAL](-0%),—,0.0,-0.48,-0.48,0,腿池外
,商业物业经营,0,0,0.0,-0.63,-8.81,◎Real REMAX Group Inc.[REAX](+0%)、◎Digital Realty Trust Inc.[DLR](-0%)、◎Piedmont Realty Trust Inc.[PDM](+1%)、◎COPT Defense Properties Common Shares of Beneficial Interest[CDP](-1%)、◎Urban Edge Properties Common Shares of Beneficial Interest[UE](-1%)、◎Highwoods Properties Inc.[HIW](-1%)、◆FirstService Corporation[FSV](-1%),—,0.0,-0.74,-0.74,0,腿池外
,燃气,0,0,0.0,-0.65,-8.2,◎UGI Corporation[UGI](+1%)、◎NewJersey Resources Corporation[NJR](-1%)、◎Northwest Natural Holding Company[NWN](-1%)、◆Southwest Gas Holdings Inc. Common Stock (DE)[SWX](-1%)、◆Atmos Energy Corporation[ATO](-1%)、◎National Fuel Gas Company[NFG](-2%)、◎Chesapeake Utilities Corporation[CPK](-2%),—,0.0,-0.76,-0.76,0,腿池外
,综合,0,0,0.0,-1.03,-12.86,◎Texas Pacific Land Corporation[TPL](-2%)、◎Geo Group Inc (The) REIT[GEO](-1%)、◎LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests[LB](-2%)、◆Danaher Corporation[DHR](-0%)、◎Honeywell International Inc.[HON](-2%)、◎Fortive Corporation[FTV](-1%)、◎3M Company[MMM](-2%),—,0.0,-1.21,-1.21,0,腿池外
,饮料,0,0,0.0,-1.12,-15.67,◆Coca-Cola Consolidated Inc.[COKE](+0%)、◎Ambev S.A. American Depositary Shares (Each representing 1 Common Share)[ABEV](-1%)、◎Coca-Cola Company (The)[KO](-1%)、◎PepsiCo Inc.[PEP](-1%)、◆Monster Beverage Corporation[MNST](-1%)、◎Keurig Dr Pepper Inc.[KDP](-1%)、◆Fomento Economico Mexicano S.A.B. de C.V.[FMX](-1%),—,0.0,-1.31,-1.31,0,腿池外
,文娱用品,0,0,0.0,-1.21,-16.94,◎Bilibili Inc.[BILI](-2%)、◎Acushnet Holdings Corp.[GOLF](-0%)、◎YETI Holdings Inc.[YETI](-1%)、◎Sphere Entertainment Co.[SPHR](-1%)、◎Take-Two Interactive Software Inc.[TTWO](-1%)、◎Callaway Golf Company[CALY](-1%)、◆Brunswick Corporation[BC](-1%),—,0.0,-1.42,-1.42,0,腿池外
,公路铁路,0,0,0.0,-1.32,-11.08,◎Canadian National Railway Company[CNI](-1%)、◎Canadian Pacific Kansas City Limited[CP](-1%)、◎Union Pacific Corporation[UNP](-1%)、◎CSX Corporation[CSX](-1%)、◎Norfolk Southern Corporation[NSC](-1%)、◎Uber Technologies Inc.[UBER](-3%),—,0.0,-1.55,-1.55,0,腿池外
,消费电子设备,0,0,0.0,-1.83,-7.66,◎Garmin Ltd. Common Stock (Switzerland)[GRMN](-1%)、◎Sony Group Corporation[SONY](-0%)、◎Sonos Inc.[SONO](+0%),—,0.0,-2.15,-2.15,0,腿池外
,平面媒体,0,0,0.0,-1.85,-20.74,◎New York Times Company (The)[NYT](-2%)、◎News Corporation[NWSA](-0%)、◎USA TODAY Co. Inc.[TDAY](-2%)、◎News Corporation[NWS](-0%)、◎John Wiley & Sons Inc.[WLY](-1%)、◎Scholastic Corporation[SCHL](-2%)、◎Morningstar Inc.[MORN](-1%),—,0.0,-2.17,-2.17,0,腿池外
,房地产服务,0,0,0.0,-1.88,-21.12,◎Curbline Properties Corp.[CURB](-1%)、◎Cushman & Wakefield Ltd.[CWK](-1%)、◎Newmark Group Inc.[NMRK](-1%)、◎Millrose Properties Inc.[MRP](-1%)、◆Colliers International Group Inc. Subordinate Voting Shares[CIGI](-0%)、◎Jones Lang LaSalle Incorporated[JLL](-2%)、◎CBRE Group Inc Common Stock Class A[CBRE](-2%),—,0.0,-2.21,-2.21,0,腿池外
,家具,0,0,0.0,-1.92,-13.43,◎Ethan Allen Interiors Inc.[ETD](+0%)、◎Somnigroup International Inc.[SGI](-2%)、◎La-Z-Boy Incorporated[LZB](-1%)、◎Mohawk Industries Inc.[MHK](-1%)、◎MasterBrand Inc.[MBC](-4%),—,0.0,-2.25,-2.25,0,腿池外
,营销服务,0,0,0.0,-2.11,-20.69,◎Clear Channel Outdoor Holdings Inc.[CCO](+0%)、◎Ziff Davis Inc.[ZD](-1%)、◎Lamar Advertising Company[LAMR](-1%)、◎PubMatic Inc.[PUBM](-1%)、◎TMC the metals company Inc.[TMC](-3%)、◎Omnicom Group Inc.[OMC](-3%)、◎MNTN Inc.[MNTN](-8%),—,0.0,-2.48,-2.48,0,腿池外
,白色家电,0,0,0.0,-2.27,-12.72,◎Arhaus Inc.[ARHS](-1%)、◎SharkNinja Inc.[SN](-3%)、◎Whirlpool Corporation[WHR](-2%)、◎Bob's Discount Furniture Inc.[BOBS](-5%),—,0.0,-2.66,-2.66,0,腿池外
,金属制品,0,0,0.0,-2.34,-19.7,◎Crown Holdings Inc.[CCK](-1%)、◎Ball Corporation[BALL](-1%)、◎Myers Industries Inc.[MYE](-4%)、◎AptarGroup Inc.[ATR](-2%)、◎O-I Glass Inc.[OI](-2%)、◎Silgan Holdings Inc.[SLGN](-2%),—,0.0,-2.75,-2.75,0,腿池外
,摩托车,0,0,0.0,-2.42,-3.39,◎Harley-Davidson Inc.[HOG](-2%),—,0.0,-2.84,-2.84,0,腿池外
,其他家电,0,0,0.0,-2.46,-3.45,◎Newell Brands Inc.[NWL](-5%),—,0.0,-2.89,-2.89,0,腿池外
,橡胶制品,0,0,0.0,-3.16,-4.43,◎The Goodyear Tire & Rubber Company[GT](-2%),—,0.0,-3.71,-3.71,0,腿池外
